,REPDATE,EVENT_ID,ENAME,ITYPE,DPRIORITY,ACTIVE,ACRES,PERSONNEL,LOCATE,EDAMAGE,ECOSTS,F_CONTAIN,CDATE,LATDEG,LATMIN,LONGDEG,LONGMIN,TEAMTYPE,TEAMNAME,GPRIORITY,CAUSE,STARTDATE,NEWACRES,NARRATIVE,UN_UNITID,UN_USTATE,SEQ_NUM,CY,HOUR,START_YEAR,FIRE_EVENT_ID,POO_LATITUDE,POO_LONGITUDE,AREA_MEASUREMENT,IMT_MGMT_ORG_DESC,INCTYP_IDENTIFIER,POO_STATE_NAME,INCIDENT_ID,COMPLEX_NAME,INCIDENT_NAME_CORRECTED,INCIDENT_NUMBER_CORRECTED,DISCOVERY_DATE_CORRECTED
215,1999-04-29,MN-MNS-,JUNEBERRY,WF,,N,1500.0,4.0,Roseau,,,100.0,4/29/99,0.0,0.0,0.0,0.0,,,,H,1999-04-28,0,wildfire,MNS,MN,1,1999,0.0,1999.0,MN-MNS-|1999|1,0.0,-0.0,Acres,,9851,MINNESOTA,,,,,
15041,2002-02-26,MS-MNF-02016,OYSTER,WF,,N,232.0,5.0,6.5 MILES SSW OF RICHTON,,8000.0,100.0,02/26/2002,31.0,26.0,88.0,53.0,3,SMILEY,,H,2002-02-23,0,still doing mopup and fire should be controlled on target  change in acreage due to mapping.,MNF,MS,1,2002,0.0,2002.0,MS-MNF-02016|2002|1,31.433333333333334,-88.88333333333334,Acres,Type 3 Team,9851,MISSISSIPPI,,,,,
15045,2002-02-27,AR-AR06-06,SULPHER SPRINGS,WF,,N,500.0,32.0,"Sulpher Springs, AR",,9000.0,,02/18/2001,0.0,0.0,0.0,0.0,3,HODGES,,H,2002-02-15,0,170 acres in arkansas330 acres in missouri  mop-up and check spot fires.,ARS,AR,1,2002,0.0,2002.0,AR-AR06-06|2002|1,0.0,-0.0,Acres,Type 3 Team,9851,ARKANSAS,,,,,
15046,2002-02-27,AZ-SAD-C519,THORN,WF,,N,112.0,23.0,"8 miles east of Sierra Vista, AZ",,10000.0,60.0,2/27/2002,31.0,33.0,110.0,7.0,,Quintana,,H,2002-02-26,0,"fire started mid-day probably from an abandoned warming fire in the san pedro riparian national conservation area, in the river bottom.  san pedro house notified as a precaution, fire currently not a threat to it.  crews will work into the early evening but not stay on the river overnight.  fire investigation continues.",SAD,AZ,1,2002,0.0,2002.0,AZ-SAD-C519|2002|1,31.55,-110.11666666666666,Acres,,9851,ARIZONA,,,,,
15047,2002-02-27,CA-MVU-001494,BARRETT,WF,,N,265.0,153.0,HWY94 AND BARRETT LAKE RD,,,100.0,02/27/2002,32.0,7.0,116.0,41.0,,PETE SCULLY,,U,2002-02-26,0,nan,MVU,CA,1,2002,0.0,2002.0,CA-MVU-001494|2002|1,32.11666666666667,-116.68333333333334,Acres,,9851,CALIFORNIA,,,,,
15050,2002-02-27,VA-SHP-0209,FULTZ RUN,WF,,N,1072.0,69.0,"3 mi. E/NE of Shenandoah, VA",,,30.0,03/01/2002,38.0,30.0,78.0,30.0,3,"BILLER,KLINE,RAEBURN",,H,2002-02-26,0,unified command between nps and va department of forestry. fire started on private land adjacent to the shenandoah national park boundry. majority of the acreage (907) has burned on the park. four additional crews and type ii helicopter ordered.,SHP,VA,1,2002,0.0,2002.0,VA-SHP-0209|2002|1,38.5,-78.5,Acres,Type 3 Team,9851,VIRGINIA,,,,,
15051,2002-02-28,CA-MVU-001494,BARRETT,WF,,N,265.0,37.0,HWY94 AND BARRETT LAKE RD,,,100.0,02/27/2002,32.0,7.0,116.0,41.0,,PETE SCULLY,,U,2002-02-26,0,"due to extensive mop up and tommorrows weather predictions control date has been pushed back to 3/1/02. hose lay will be left in through at least friday afternoon. fire to be closely monitored tonight, friday and saturday.",MVU,CA,1,2002,0.0,2002.0,CA-MVU-001494|2002|1,32.11666666666667,-116.68333333333334,Acres,,9851,CALIFORNIA,,,,,
15052,2002-02-28,SC-FMF-264,MONKEY FACE COMPLEX,WF,,N,2280.0,0.0,"10 miles NE of Moncks Corner, SC",,55000.0,80.0,03/02/2002,33.0,20.0,79.0,52.0,2,Mark Ruggiero,,H,2002-02-26,0,"monkey face fire is now considered a complex due to the addition of the green z, knucklehead, black butte, big mac, angus and donut fires.  one new start for two acres today.",FMF,SC,1,2002,0.0,2002.0,SC-FMF-264|2002|1,33.333333333333336,-79.86666666666666,Acres,Type 2 Team,9851,SOUTH CAROLINA,,,,,
15053,2002-02-28,VA-SHP-0209,FULTZ RUN,WF,,N,1385.0,116.0,"3 mi. E/NE of Shenandoah, VA",,,60.0,03/01/2002,38.0,30.0,78.0,30.0,3,BILLER & KLINE,,H,2002-02-26,0,unified command between nps and va department of forestry. fire started on private land adjacent to the shenandoah national park boundry. majority of the acreage (907) has burned on the park.   completed containment line along park boundary to north of fire and tied into lines from hickory run fire of fall 2001. other lines holding.,SHP,VA,1,2002,0.0,2002.0,VA-SHP-0209|2002|1,38.5,-78.5,Acres,Type 3 Team,9851,VIRGINIA,,,,,
15054,2002-03-01,AZ-AZS-02-0086,MUSTANG,WF,,N,3340.0,0.0,"w of Sierra Vista, AZ",,45000.0,100.0,02/26/2002,31.0,42.0,110.0,25.0,,Evans,,U,2002-02-23,0,"fire burned a total of 3341 acres. burned 1701 acres on state land, 1400 acres on prvate land, and 240 acres of federal land.",AZS,AZ,1,2002,0.0,2002.0,AZ-AZS-02-0086|2002|1,31.7,-110.41666666666667,Acres,,9851,ARIZONA,,,,,
15055,2002-03-01,AZ-SAD-C519,THORN,WF,,N,112.0,,"8 miles east of Sierra Vista, AZ",,10000.0,100.0,02/27/2002,31.0,33.0,110.0,7.0,,Quintana,,H,2002-02-26,0,cottonwod snags are still smoldering interior.  twice a day patrols planned through the weekend.  red flag warnings for winds today.,SAD,AZ,1,2002,0.0,2002.0,AZ-SAD-C519|2002|1,31.55,-110.11666666666666,Acres,,9851,ARIZONA,,,,,
15056,2002-03-01,CA-MVU-001494,BARRETT,WF,,N,265.0,3.0,HWY94 AND BARRETT LAKE RD,,,100.0,02/27/2002,32.0,7.0,116.0,41.0,,PETE SCULLY,,U,2002-02-26,0,due to extensive mop up and tommorrows weather predictions control date has been pushed back to 3/1/02. hose lay will be left in through at least friday afternoon.,MVU,CA,1,2002,0.0,2002.0,CA-MVU-001494|2002|1,32.11666666666667,-116.68333333333334,Acres,,9851,CALIFORNIA,,,,,
15059,2002-03-01,SC-FMF-264,MONKEY FACE COMPLEX,WF,,N,2280.0,177.0,"10 miles NE of Moncks Corner, SC",,110000.0,90.0,03/02/2002,33.0,20.0,79.0,52.0,2,Mark Ruggiero,,H,2002-02-26,0,"monkey face fire is now considered a complex due to the addition of the green z, knucklehead, black butte, big mac, angus and donut fires.",FMF,SC,1,2002,0.0,2002.0,SC-FMF-264|2002|1,33.333333333333336,-79.86666666666666,Acres,Type 2 Team,9851,SOUTH CAROLINA,,,,,
15060,2002-03-01,VA-SHP-0209,FULTZ RUN,WF,,N,4000.0,193.0,"3 mi. E/NE of Shenandoah, VA",,,95.0,03/01/2002,38.0,30.0,78.0,30.0,3,BILLER & KLINE,,H,2002-02-26,0,"unified command between nps and va department of forestry. originally, the fire was believed to have started on private land adjacent to the shenandoah national park boundry. however, subsequent investigation has determined that the fire started on park lands. majority of the acreage (95%) has burned on the park.   completed containment line around planned perimeter.  backfiring initiated on approximately 50% of perimeter lines and ongoing at time of report.",SHP,VA,1,2002,0.0,2002.0,VA-SHP-0209|2002|1,38.5,-78.5,Acres,Type 3 Team,9851,VIRGINIA,,,,,
15063,2002-03-02,SC-FMF-264,MONKEY FACE COMPLEX,WF,,N,2280.0,148.0,"10 miles NE of Moncks Corner, SC",,110000.0,100.0,03/02/2002,33.0,20.0,79.0,52.0,2,Mark Ruggiero,,H,2002-02-26,0,"monkey face fire is now considered a complex due to the addition of the green z, knucklehead, black butte, big mac, angus and donut fires.widespread rain fell over the area, amount 1.1 inches as of 1700. demobilization of resources begun.  planned transition back to forest scheduled for 1000, march 4, 2002  widespread rainfall over fire area today  amount in excess of 1 inch.",FMF,SC,1,2002,0.0,2002.0,SC-FMF-264|2002|1,33.333333333333336,-79.86666666666666,Acres,Type 2 Team,9851,SOUTH CAROLINA,,,,,
15064,2002-03-02,VA-SHP-0209,FULTZ RUN,WF,,N,4150.0,171.0,"3 mi. E/NE of Shenandoah, VA",,,100.0,,38.0,30.0,78.0,30.0,3,BILLER & KLINE,,H,2002-02-26,0,unified command between nps and va department of forestry. the fire along the shenandoah national park boundry on park lands. majority of the acreage (95%) has burned on the park. three crews will be released at end of shift today.injuries were minor:one finger injury and two strained knees.  backfiring was completed except for approx. 3/4 mile in division d before the rain started.,SHP,VA,1,2002,0.0,2002.0,VA-SHP-0209|2002|1,38.5,-78.5,Acres,Type 3 Team,9851,VIRGINIA,,,,,
15066,2002-03-03,SC-FMF-264,MONKEY FACE COMPLEX,WF,,N,2280.0,48.0,"10 miles NE of Moncks Corner, SC",,439344.0,100.0,03/02/2002,33.0,20.0,79.0,52.0,2,Mark Ruggiero,,H,2002-02-26,0,"monkey face fire is now considered a complex due to the addition of the green z, knucklehead, black butte, big mac, angus and donut fires.widespread rain fell over the area, amount 2.1 inches as of 1500. demobilization of resources continues.  planned transition back to forest scheduled for 1000, march 4, 2002  widespread rainfall over fire area continued today.  amount in excess of 2 inches since rain began on 3/2.",FMF,SC,1,2002,0.0,2002.0,SC-FMF-264|2002|1,33.333333333333336,-79.86666666666666,Acres,Type 2 Team,9851,SOUTH CAROLINA,,,,,
15067,2002-03-03,VA-SHP-0209,FULTZ RUN,WF,,N,4150.0,81.0,"3 mi. E/NE of Shenandoah, VA",,,100.0,,38.0,30.0,78.0,30.0,3,BILLER & KLINE,,H,2002-02-26,0,unified command between nps and va department of forestry. the fire along the shenandoah national park boundry on park lands. majority of the acreage (95%) has burned on the park.   fire received approx. 1.5 inches of rain. majority of resources released by end of shift today.,SHP,VA,1,2002,0.0,2002.0,VA-SHP-0209|2002|1,38.5,-78.5,Acres,Type 3 Team,9851,VIRGINIA,,,,,
15068,2002-03-04,AZ-CNF-030,OVERSITE,WF,,N,800.0,101.0,UPPER END OF OVERSITE CANYON,,,,,31.0,24.0,110.0,18.0,3,SOUTH,,H,2002-03-01,0,did bucket work with the two helicopters. fire made runs on the west side because of strong winds. moved into miller canyon and has potential to move into ramsey canyon where there is urban interface and in public view. ordered type 2 team. will take over fire at 0700 on 3/5/02,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 3 Team,9851,ARIZONA,,,,,
15069,2002-03-04,CA-MVU-001494,BARRETT,WF,,N,265.0,0.0,HWY94 AND BARRETT LAKE RD,,,100.0,02/27/2002,32.0,7.0,116.0,41.0,,PETE SCULLY,,U,2002-02-26,0,nan,MVU,CA,1,2002,0.0,2002.0,CA-MVU-001494|2002|1,32.11666666666667,-116.68333333333334,Acres,,9851,CALIFORNIA,,,,,
15070,2002-03-05,AZ-CNF-030,OVERSITE,WF,,N,930.0,171.0,UPPER END OF OVERSITE CANYON,,,,,31.0,24.0,110.0,18.0,2,Kvale,,H,2002-03-01,0,valley inversions in am.  the oversite fire continued to burn with erratic fire behavior due to extremely low relative humidity and dry fuel moistures.  crews continued to construct handline supported by helicopter bucket drops and retardant from a large air tanker.  the fire area and roads and trails accessing the area were closed for public safety.,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 2 Team,9851,ARIZONA,,,,,
15072,2002-03-05,FL-FLS-16-172,INDIAN HAMMOCK,WF,,N,238.0,42.0,Okeechobee City,,,100.0,,27.0,34.0,80.0,50.0,,Ed Ward,,U,2002-03-03,0,"15 homes saved with an estimated value of 2.2 million dollars1 boat lost and 2 pickup trucks with an estimated value of $10,000.00forestry 24 made 63 drops.",FLS,FL,1,2002,0.0,2002.0,FL-FLS-16-172|2002|1,27.566666666666666,-80.83333333333333,Acres,,9851,FLORIDA,,,,,
15074,2002-03-06,80,AR-ARS-80,WF,,N,1.0,28.0,NE NE S35 T3 R13,,0.0,100.0,03/01/2002,34.0,24.0,92.0,22.0,,JAMES WAGNER,,H,2002-03-01,0,"none  lost 1 home valued at $285,000.00",ARS,AR,1,2002,0.0,2002.0,80|2002|1,34.4,-92.36666666666666,Acres,,9851,ARKANSAS,,,,,
15075,2002-03-06,AZ-CNF-030,OVERSITE,WF,,N,990.0,223.0,UPPER END OF OVERSITE CANYON,,,10.0,,31.0,24.0,110.0,18.0,2,Kvale,,H,2002-03-01,0,the oversite fire continued to finger out beyond proposed line construction.  crews continued to construct handline supported by helicopter bucket drops and retardant from a large airtanker.  the fire area and roads and trails accessing the area were closed for public safety.  overcast skies and lighter winds created some minor progress in holding.,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 2 Team,9851,ARIZONA,,,,,
15076,2002-03-06,CA-CDD-2100,TECOPA,WF,,N,290.0,82.0,"Approx. 20 miles west of Pahrump, NV",,,75.0,03/07/2002,36.0,5.0,116.0,16.0,,Wayne Cannon,,U,2002-03-04,0,burned out south end of fire worked well all forward rate of spread has been stopped,CDD,CA,1,2002,0.0,2002.0,CA-CDD-2100|2002|1,36.083333333333336,-116.26666666666667,Acres,,9851,CALIFORNIA,,,,,
15077,2002-03-06,FL-FLS-16-172,INDIAN HAMMOCK,WF,,N,169.0,42.0,Okeechobee City,,,100.0,,27.0,34.0,80.0,50.0,,Ed Ward,,U,2002-03-03,0,field operations mapped the fire today and final count of acreage is 168.6 - crews are still monitoring the fire for hotspots and spot overs.,FLS,FL,1,2002,0.0,2002.0,FL-FLS-16-172|2002|1,27.566666666666666,-80.83333333333333,Acres,,9851,FLORIDA,,,,,
15078,2002-03-06,MULHALL,OK-OKS-CW#201,WF,,N,140.0,15.0,MULHALL OKLA.,,0.0,75.0,03/06/2002,36.0,5.0,97.0,45.0,3,UNKNOWN,,H,2002-03-05,0,high winds and low rh have resulted in high resistance to control,OKS,OK,1,2002,0.0,2002.0,MULHALL|2002|1,36.083333333333336,-97.75,Acres,Type 3 Team,9851,OKLAHOMA,,,,,
15080,2002-03-07,AZ-CNF-030,OVERSITE,WF,,N,1400.0,282.0,UPPER END OF OVERSITE CANYON,,,20.0,,31.0,24.0,110.0,18.0,2,Kvale,,H,2002-03-01,0,"the oversite fire increased in size due to nighttime burning on 3/6/02.  winds did not increase as forecasted.  the fire did not increase in size on division c.  progress was made in holding the northwest portion of division a.  the eastern portion of the fire (division b) still had active fire and is visible in miller canyon.  engines, (type 3) were ordered for support of wui.  a plan was in place for potential evac. of residents in miller canyon north to ramsey canyon.",CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 2 Team,9851,ARIZONA,,,,,
15081,2002-03-07,MS-MNF-02019,ROBERTS FIRE,WF,,N,500.0,15.0,"4 mi SW of Beaumont, MS. Camp Shelby",,3000.0,40.0,3/7/02,31.0,7.0,88.0,58.0,3,JAY BOYKIN,,O,2002-03-07,0,should have,MNF,MS,1,2002,0.0,2002.0,MS-MNF-02019|2002|1,31.116666666666667,-88.96666666666667,Acres,Type 3 Team,9851,MISSISSIPPI,,,,,
15082,2002-03-08,AZ-CNF-030,OVERSITE,WF,,N,1769.0,332.0,UPPER END OF OVERSITE CANYON,,539000.0,30.0,,31.0,24.0,110.0,18.0,2,Kvale,,H,2002-03-01,0,the oversite fire increased in size due to nighttime winds on 03/07/02.  afternoon winds 15-20 mph limited effective helicopter water bucket drops. progress was made in holding and preparing line for future burnouts in divisions a and b. (division b) still had active fire and is visible in miller canyon. a structure protection group in miller canyoun established hose lays. higher relative humidities lowered fire behaviour despite low fuel moistures.,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 2 Team,9851,ARIZONA,,,,,
15083,2002-03-08,MS-MNF-02019,ROBERTS FIRE,WF,,N,441.0,7.0,"4 mi SW of Beaumont, MS. Camp Shelby",,5000.0,95.0,03/07/2002,31.0,7.0,88.0,58.0,3,JAY BOYKIN,,O,2002-03-07,0,should have,MNF,MS,1,2002,0.0,2002.0,MS-MNF-02019|2002|1,31.116666666666667,-88.96666666666667,Acres,Type 3 Team,9851,MISSISSIPPI,,,,,
15084,2002-03-08,MULHALL,OK-OKS-CW#201,WF,,N,140.0,15.0,MULHALL OKLA.,,,100.0,03/06/2002,36.0,5.0,97.0,45.0,3,UNKNOWN,,H,2002-03-05,0,final,OKS,OK,1,2002,0.0,2002.0,MULHALL|2002|1,36.083333333333336,-97.75,Acres,Type 3 Team,9851,OKLAHOMA,,,,,
15087,2002-03-09,AZ-CNF-030,OVERSITE,WF,,N,1892.0,325.0,UPPER END OF OVERSITE CANYON,,725682.0,40.0,3/11/02,31.0,24.0,110.0,18.0,2,Kvale,,H,2002-03-01,0,"the oversite fire experienced lower fire behavior conditions today due to favorable light winds, temperatures and relative humidities.  progress was made at securing portions of the line in divisions a and b.  the threat to structures in miller and ransey canyons now has been reduced due to the efforts of line and aerial resources.",CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 2 Team,9851,ARIZONA,,,,,
15088,2002-03-09,MS-MNF-02019,ROBERTS FIRE,WF,,N,441.0,7.0,"4 mi SW of Beaumont, MS. Camp Shelby",,5000.0,100.0,03/07/2002,31.0,7.0,88.0,58.0,3,JAY BOYKIN,,H,2002-03-07,0,should have,MNF,MS,1,2002,0.0,2002.0,MS-MNF-02019|2002|1,31.116666666666667,-88.96666666666667,Acres,Type 3 Team,9851,MISSISSIPPI,,,,,
15090,2002-03-10,AZ-CNF-030,OVERSITE,WF,,N,2101.0,327.0,UPPER END OF OVERSITE CANYON,,850.0,70.0,03/11/2002,31.0,24.0,110.0,18.0,2,Kvale,,H,2002-03-01,0,"the oversite fire again experienced lower fire behavior conditions today due to favorable light winds, temperatures and relative humidities.  progress was made at securing portions of the line in divisions a and b.  efforts in division c both by hand crdews and retardant increaded the containment percentage.",CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 2 Team,9851,ARIZONA,,,,,
15091,2002-03-10,CA-BDU-001972,BRIDGE,WF,,N,200.0,196.0,Big Pine  Hwy 168 / Owens River,,,90.0,03/11/2002,37.0,11.0,118.0,15.0,,Ken Toy,,U,2002-03-09,0,evacuation on 3/09/02 of the fishing area along the fire line was completed by the inyo sheriff department.,BDU,CA,1,2002,0.0,2002.0,CA-BDU-001972|2002|1,37.18333333333333,-118.25,Acres,,9851,CALIFORNIA,,,,,
15093,2002-03-11,AZ-CNF-030,OVERSITE,WF,,N,2189.0,278.0,UPPER END OF OVERSITE CANYON,,900000.0,95.0,03/12/2002,31.0,24.0,110.0,18.0,2,Kvale,,H,2002-03-01,0,the oversite fire again experienced lower fire behavior conditions today despite breezy winds and low fuel moistures.  most of the resources were committed to division c in efforts to finalize containment.,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 2 Team,9851,ARIZONA,,,,,
15094,2002-03-11,CA-BDU-001972,BRIDGE,WF,,N,200.0,37.0,Big Pine  Hwy 168 / Owens River,,,100.0,03/11/2002,37.0,11.0,118.0,15.0,,Ken Toy,,U,2002-03-09,0,most of the resources were released today.  remaining resources committed are on r & r until 3/12/02.  excellent progress was made to establish control objectives.,BDU,CA,1,2002,0.0,2002.0,CA-BDU-001972|2002|1,37.18333333333333,-118.25,Acres,,9851,CALIFORNIA,,,,,
15102,2002-03-12,AZ-CNF-030,OVERSITE,WF,,N,2189.0,67.0,UPPER END OF OVERSITE CANYON,,1000000.0,100.0,03/12/2002,31.0,24.0,110.0,18.0,2,Kvale/Dean Hernandez,,H,2002-03-01,0,demob occurred today for those resources not assigned to the ict3 organization.  kvale type ii team close out with the forest is at 1900 today.  the oversite fire again experienced lower fire behavior conditions today despite breezy winds and low fuel moistures.  most of the resources were committed to division c in efforts to finalize containment.,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 2 Team,9851,ARIZONA,,,,,
15103,2002-03-12,EC-20125,LOVE,WF,,N,300.0,6.0,"6 MILES WEST, YANUSH OK",,,100.0,,34.0,43.0,95.0,24.0,3,RICHARD MARROW,,H,2002-03-10,0,nan,OKS,OK,1,2002,0.0,2002.0,EC-20125|2002|1,34.71666666666667,-95.4,Acres,Type 3 Team,9851,OKLAHOMA,,,,,
15104,2002-03-12,VA-VAF-02016,MAIDENHEAD,WF,,N,130.0,95.0,"2 miles SE of Montebello, VA",,,100.0,,37.0,51.0,79.0,7.0,3,Szarzynki,,H,2002-03-11,0,joint effort by usfs and vdof.  rain.,VAF,VA,1,2002,0.0,2002.0,VA-VAF-02016|2002|1,37.85,-79.11666666666666,Acres,Type 3 Team,9851,VIRGINIA,,,,,
15105,2002-03-13,22,COMPTAN,WF,,N,375.0,,22 nw of comptan,,,,,36.0,7.0,93.0,20.0,3,cope,,U,2002-02-28,0,nan,ARS,AR,1,2002,0.0,2002.0,22|2002|1,36.11666666666667,-93.33333333333333,Acres,Type 3 Team,9851,ARKANSAS,,,,,
15106,2002-03-13,AZ-CNF-030,OVERSITE,WF,,N,2189.0,67.0,UPPER END OF OVERSITE CANYON,,1004000.0,95.0,03/15/2002,31.0,24.0,110.0,18.0,2,Dean Fernandez,,H,2002-03-01,0,the resl made a mistake on the % contained on the 3/12 209.  it should have been 95%.  the oversite fire again experienced lower fire behavior conditions today despite breezy winds and low fuel moistures.  most of the resources were committed to division c in efforts to finalize containment.,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 2 Team,9851,ARIZONA,,,,,
15107,2002-03-13,OK-OSA,MCQUIRE,WF,,N,160.0,27.0,"2 MILES SE OF PAWHUSKA, OK",,5000.0,90.0,03/12/2002,36.0,39.0,96.0,18.0,3,REX  CURREY,,H,2002-03-12,0,nan,OSA,OK,1,2002,0.0,2002.0,OK-OSA|2002|1,36.65,-96.3,Acres,Type 3 Team,9851,OKLAHOMA,,,,,
15108,2002-03-14,AZ-CNF-030,OVERSITE,WF,,N,2189.0,70.0,UPPER END OF OVERSITE CANYON,,1006000.0,95.0,03/15/2002,31.0,24.0,110.0,18.0,2,Dean Fernandez,,H,2002-03-01,0,the oversite fire experienced extremely windy conditions preventing the use of helicopters to provide bucket support.  most of the resources were committed to mop up.,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 2 Team,9851,ARIZONA,,,,,
15111,2002-03-14,OK-OSA,MCQUIRE,WF,,N,160.0,27.0,"2 MILES SE OF PAWHUSKA, OK",,5000.0,100.0,03/12/2002,36.0,39.0,96.0,18.0,3,REX  CURREY,,H,2002-03-12,0,nan,OSA,OK,1,2002,0.0,2002.0,OK-OSA|2002|1,36.65,-96.3,Acres,Type 3 Team,9851,OKLAHOMA,,,,,
15112,2002-03-15,AZ-CNF-030,OVERSITE,WF,,N,2189.0,40.0,UPPER END OF OVERSITE CANYON,,1006000.0,95.0,03/15/2002,31.0,24.0,110.0,18.0,3,Dean Fernandez,,H,2002-03-01,0,fewer smokes every day.,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 3 Team,9851,ARIZONA,,,,,
15113,2002-03-15,EC-20137,POTATO PEAK,WF,,N,120.0,6.0,6 MILES NW OF WISTER,,,90.0,03/15/2002,34.0,2.0,94.0,45.0,3,JOHNNY WARREN,,H,2002-03-14,0,none,OKS,OK,1,2002,0.0,2002.0,EC-20137|2002|1,34.03333333333333,-94.75,Acres,Type 3 Team,9851,OKLAHOMA,,,,,
15114,2002-03-15,MN-MNS-123-01,GRYGLA CRP,WF,,N,480.0,6.0,Near Grygla,,660.0,100.0,,48.0,16.0,95.0,29.0,,Grygla RFD,,H,2002-02-24,0,"this was reported to the dnr just today, although it was declared controlled on 2/24/2002",MNS,MN,1,2002,0.0,2002.0,MN-MNS-123-01|2002|1,48.266666666666666,-95.48333333333333,Acres,,9851,MINNESOTA,,,,,
15115,2002-03-15,MN-MNS-123-02,WEST POOL 2,WF,,N,300.0,,"Near Roseau, MN",,,100.0,03/14/2002,48.0,59.0,96.0,15.0,,Stan Wood,,H,2002-03-14,0,fire reported to wannaksa dnr office by the roseau wma.  fire burned itself out.,MNS,MN,1,2002,0.0,2002.0,MN-MNS-123-02|2002|1,48.983333333333334,-96.25,Acres,,9851,MINNESOTA,,,,,
15116,2002-03-16,AZ-CNF-030,OVERSITE,WF,,N,2189.0,59.0,UPPER END OF OVERSITE CANYON,,1200000.0,100.0,03/15/2002,31.0,24.0,110.0,18.0,3,Dean Fernandez,,H,2002-03-01,0,fewer smokes every day.  rehab is continuing. there is some areas smoking in the interior.,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 3 Team,9851,ARIZONA,,,,,
15117,2002-03-16,EC-20137,POTATO PEAK,WF,,N,120.0,6.0,6 MILES NW OF WISTER,,,100.0,03/15/2002,34.0,2.0,94.0,45.0,3,JOHNNY WARREN,,H,2002-03-14,0,none,OKS,OK,1,2002,0.0,2002.0,EC-20137|2002|1,34.03333333333333,-94.75,Acres,Type 3 Team,9851,OKLAHOMA,,,,,
15118,2002-03-16,OK-OKS-NE-30,LITTLE CLEAR CREEK,WF,,N,210.0,3.0,2 MI. SSW OF PEGGS. OKLAHOMA,,,95.0,03/15/2002,36.0,3.0,95.0,6.0,3,ALLEN NEVEL,,H,2002-03-15,0,none,OKS,OK,1,2002,0.0,2002.0,OK-OKS-NE-30|2002|1,36.05,-95.1,Acres,Type 3 Team,9851,OKLAHOMA,,,,,
15119,2002-03-17,CA-RRU-020299,CAJALCO,WF,,N,575.0,75.0,CAJALCO AREA: CAJALCO RD X TEMESCAL,,,100.0,03/17/2002,0.0,0.0,0.0,0.0,,JOEL SEMPLE,,U,2002-03-17,0,even with elevated rh and low temperatures (in the 50's)the fire exhibited burning characteristics you would expect to find in october. this reinforces that all firefighters and managers need to remain heads-up to these burning conditions.  closed cajalco rd and la sierra.,RRU,CA,1,2002,0.0,2002.0,CA-RRU-020299|2002|1,0.0,-0.0,Acres,,9851,CALIFORNIA,,,,,
15120,2002-03-17,AZ-CNF-030,OVERSITE,WF,,N,2189.0,14.0,UPPER END OF OVERSITE CANYON,,1200000.0,100.0,03/15/2002,31.0,24.0,110.0,18.0,3,Dean Fernandez,,H,2002-03-01,0,this is the final 209.  rehab is continuing. there is some areas smoking in the interior.,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 3 Team,9851,ARIZONA,,,,,
15121,2002-03-17,OK-OKS-NE-30,LITTLE CLEAR CREEK,WF,,N,155.0,1.0,2 MI. SSW OF PEGGS. OKLAHOMA,,,100.0,03/15/2002,36.0,3.0,95.0,6.0,3,ALLEN NEVEL,,H,2002-03-15,0,none,OKS,OK,1,2002,0.0,2002.0,OK-OKS-NE-30|2002|1,36.05,-95.1,Acres,Type 3 Team,9851,OKLAHOMA,,,,,
15122,2002-03-18,MN-MNS-123-01,GRYGLA CRP,WF,,N,480.0,6.0,Near Grygla,,660.0,100.0,,48.0,16.0,95.0,29.0,,Grygla RFD,,H,2002-02-24,0,"this was reported to the dnr just today, although it was declared controlled on 2/24/2002",MNS,MN,1,2002,0.0,2002.0,MN-MNS-123-01|2002|1,48.266666666666666,-95.48333333333333,Acres,,9851,MINNESOTA,,,,,
