,Unique IDs,Combined Text,Evacuations,Hazardous Terrain,Innacurate Mapping,Ecological Resources,Command Transition,Wind,Dry Weather,Rain,Law Violations,Road Closures,Smoke,Military Base,Cultural Resources,Resource Shortage,Thunderstorms,Infrastructure,Injury,Livestock,Aerial Grounding
138,2011_AK-TAD-000264_LITTLE CREEK_32,['weather changes are favorable for conducting burn out operation when they become necessary.. resources continued to monitor fire behavior and weather noting an increase in temperatures and lower rh¿s. personnel continued to keep local home owners informed of the current fire situation. preparation was made for burnout operations around akers ranch. 8 smokejumpers and the chena hotshots were dispatched to the fire to aid in preparation and support of anticipated burnout operations.. the remote location of this fire has the potential to cause logistical challenges. there are bears in the area of operations.'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
139,2007_CA-MVU-010502_RICE_2,['fire is making major runs towards town of fallbrook  will burn in to santa margerita and sandia creek drainages. it is anticipated this fire will combine up with rosa fire shich started in rru. team 3 has been consulted they will assume command of both fire  if they join up.. erratic and extreme fire behavior  lack of resources  too many fires.'],0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
140,2006_CA-BTU-008059_SKYWAY_0,['3 engines patrolling fire until 20:00 tonight'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,2014_003975_SHOEMAKER_10,['acreage adjustment due to availability of more accurate mapping. fire not staffed overnight.. minimal fire activity  smoldering.'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,2006_FL-FLS-2006-14-0470_29 POWELL_2,['fire is moving and smoking in the fueled pockets through out the fire perimeter and lines.. i 75 will be monitored for smoke and fog.  dispatch reports the fhp is on scene and preparring for smoke activity through out the night.. i 75 will be monitored by dof  and fhp  more than likely road closures will continue to occure as the fire still creeps though'],0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
143,2011_GA-GAS-011014_SOUTHEAST GA COMPLEX_1,['vol. evacuations last night  20 residents moved to shelter for the night. conditions improved as fire received .2 inches of rain last night.. difficult terrain with canals and ditches  potential escape due to long control lines and unburned fuel'],1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
144,2013_AK-TAS-313137_BITTER CREEK_5,['an additional objective was added to wfdss - secure southern edge of fire from bitters creek to the east.. lower temperatures  higher humidity  and light precipitation helped moderate fire activity.  crews continue to secure fire edge on southern flank.  structure assessments and equipment set-up of values at risk between 1282 and beaver creek on alaska highway were completed.  logistics functions and helibase established in northway.  excess equipment released.  the fire received precipitation.. fire is 1 mile from the alaska highway (state hwy 2)  between mile posts 1279-1282  the primary highway in/out of the state.  in addition to structures  20 native allotments  along with air force and ems communication sites are threatened.'],0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
145,2013_OR-UMF-000845_VINEGAR_14,['slight increase in acreage due to increase in the southwest corner of the perimeter.. 58 acre increase in the southwest corner.. concerns include: remote location and access  weather conditons (continued dry and windy). hazards associated with historic and active mining.'],0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
146,2011_OR-BUD-10179_DESERT MEADOWS_1,['closed the south steens loop road.  evacuations continue for the riddle brothers ranch and the south steens camp ground.. if fire moves into little blitzen gorge  control problems can be expected.  the canyon walls are steep and difficult to access.  fuels are heavy and the fire will be difficult to control.  dispersed campgrounds exist across the wilderness in this area.  it is possible that there are public users in the wilderness.'],1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
147,2010_FL-FLS-2010-12-0411_TWO TIRE FIRE_2,['the fire is still putting up alot of smoke and there is visible interior flame.  will continue to monitor and increase fire breaks.'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
148,2010_CO-UPD-032_BEAVER_7,['will not update unless there are significant events or changes in resources.. a small portion of the san miguel river remains closed to commercial rafting due to hazardous snags.'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,2007_ID-TFD-002030_MURPHY COMPLEX_34,['continual action on problem areas as they erupt.. hot and dry weather with low rhs in single digits are a major concern due to continual interior flareups.'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,2013_WA-OWF-000530_CONRAD LAKE_13,['work continues to open and improve road access to the fire and contingency lines by cutting and chipping and coordinating planning efforts with other agencies as the fire perimeter continues to grow. the total length of the contingency lines  once constructed and improved  is 12.7 miles.  operations personnel are working on assessing the current situation and conditions to develop a long term projection of where the fire perimeter might be in the next few days.  this assessment will help in preparation for a possible burning operation and provide information to operations for timing of the potential burn.. the fire continues to burn actively to the north and northeast with creeping fire to the south. crews continue to improve roads for access  and snag mitigation is occurring in all areas of the fire that crews can access. reinforcement of lines continues in anticipation of a possible firing operation within the next several days. use of air operations along the bravo perimeter to keep the fire in-check along private property.. providing for public and firefighter safety. accountability for the public in and around the wilderness recreational areas. access continues to be an issue with egress and ingress limitations. limited road access  snags  and wilderness.'],0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
151,2007_CA-KNF-004213_CHERRY_12,['demobilization of resources.  close base camp.  transition from ict3 to ict4'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2007_CA-BDF-8701_SNOW_2,['difficult access to the fire area over a narrow single lane dirt road.  fire is moving towards more difficult terrain and lighter fuels. competing winds could push the fire both upslope and downslope during the next 24 hours.. southern california incident management team #3 (fiorella) assumed command of the fire at 0600 this morning.  base camp is in the process of being established in garner valley.  mandatory evacuation of adjacent campground and the portion of the san jacinto state park wilderness in the immediate fire area was completed yesterday afternoon (8-21).. fire is burning in timber and heavy brush in the black mountain scenic area and is threatening to move into the san jacinto wilderness.  access for ground resources is difficult.  the fire has burned through camp lackey.  the pacific crest trail is closed in the fire area.  watershed for the snow creek community is threatened.  significant number of snags in the fire area.'],1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
153,2006_ID-BOF-000183_RATTLESNAKE COMPLEX_20,['lack of type 1 handcrews as well as other resources limits offensive action. inversion conditions will persist tommorrow morning.  after yesterdays cold front passage  a warming and drying tend will be in place until the next cold front arrives on thursday bringing significant precipitation. the incident base is supporting two spike camps (100 people). the statistics reported include the summit fire (2443 acres - contained and in mopup status). block 24-the structures listed threatened in the period beyond 72 hours.. the inversion conditions began to break about 1300 allowing air operations to begin - heavy helicopters with water and retardant as well as air tankers worked the west flank.  continued preparation of roads 555 & 671 in anticipation of future burnout needs.. moderate smoke inversion conditions which limits air and ground control operations.  fire continues to spread to the north and south without offensive line construction due to the lack of type 1 crews.  safety concerns and extreme topography pose major difficulties.  smoke impacts on surrounding local communities are widespread.'],0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
154,2007_CA-LAC-102481_ISLAND_1,['la county imt 2 (osby) and city of avalon fire department (hoeffs)have entered into unified command and will assume command of the fire at 0600 5/11/2007. 3808 people were evacuated off the island via the catalina island express over to the city of long beach. voluntary evacuation orders remain in effect for the residences of the city of avalon. trigger points have been established for the mandatory evacuation for the residence of the city of avalon. mandatory evacuations are in effect for all non-residence and tourist.. santa catalina island is located 26 miles off the coast of los angeles. all ground resources will need to be ferried over to the island via barges and usmc hover craft from camp pendleton. steep and inaccessible terrain is hindering efforts of ground resources.'],1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,2008_OK-OSA-008008_HULAH LAKE_1,['approx. 600 ac / trust land / cause: human (riding lawnmower) / wui: approx. 40 primary structures  approx. 60 secondary structures threatened in the town of hulah / bia: 2 t6 eng  1 t2 crew  1 t7 eng / vfd: 5 t7 eng  2 wtdr  1 t4 eng / osage county / in the town of hulah  ok / fm3  fm9 / ict4: masters  ict4(t): miller. crews made good progress in securing perimeter of fire. problems hampering containment:  heavy fuel loadings in the fuel model three area  extreme fire behavior  unified operations with many rural fire department and oklahoma state park service.  the town of hulah  ok is imminently threatened.  two bia engine crews completed a 3/4 mile burnout operation that deflected the head of the fire  and prevented the destruction of the entire town of hulah  ok yesterday.  hwy 10 as well as several county roads and state park recreation areas were severely impacted yesterday.'],0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
156,2009_CA-LFD-000520_GETTY BRUSH FIRE_0,['the injury was to a county firefighter.. closure of 405 freeway @ skirball offramp  closure of sepulveda blvd between sunset & mulholland for 2 days  closure of getty center  closure of mt. st. marys college.. steep rocky terrain topography  heavy fuel loading  long range spotting  extremely live and dead fuel moisture levels-all are contributing to extreme fire behavior.'],0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
157,2008_CA-SRF-1057_BLUE_3,['imt 2 (lund) will assume command at 1800hrs 06/25/2008; fire will be included in ukonom complex.. fire is inaccessible  in very steep and rugged terrain. type 1 crews and t2 copters are needed to check fire spread in the drainage in order to keep fire within the headwaters area.'],0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
158,2014_000390_JOHNSON BAR_35,['moderate fire behavior with isolated torching. continued fire growth toward indirect lines through natural spread and burnout operations. road closures remain in effect.'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
159,2009_AK-FAS-911531_HARDLUCK CREEK_3,['fire has not been acurately due to low visibility.  structure protection is a top priority.  bennett rd will be burned out in the future to secure the fire edge.. new mexico t2 team took command and is working to set up icp.  started direct dozer line on a ridge between hardluck creek and shovel creek from bennett rd. to the chatanika river.. 35 residences threatened.  low clouds and rain hampered air operations in the afternoon.  very heavy inversion.'],0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
160,2006_CA-LPF-2023_DAY_15,['dense smoke from the fire will impact travel on the interstate 5 fwy in both directions north and south in the pyramid lake area by affecting traffic from los angeles to bakersfield.. the fire was held at the 1-5 fwy corridor east of frenchmans flat and spot fires that crossed the dozer line in div. a & b were mitigated. the fire crossed the control line on the s/w perimeter at the agua blanca drainage.. very steep and inaccessible terrain. multiple jurisdictions in relation to protection of critical infrastructure (communications sites  municipal watersheds  electrical facilities/infrastructure  interstate highways) in close proximity to the fire. use of minimum impact suppression tactics (mist) in wilderness and threatened/endangered species habitat. protection of heritage resources. public safety along interstate 5 fwy corridor. prevention of the spread of the new zealand mud snail north of pyramid dam and into piru lake.'],0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
161,2014_002299_COFFEE_10,['times shown in block 11 are defaulted to central standard time.. the fire continued to back minimally in all divisions overnight. cooler temperatures and higher relative humidity helped slow growth.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,2013_KY-DBF-130036_WIND CAVE_0,['fire escaped containment today and grew by 95 acres.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,2006_CA-BDU-006570_GOODALE_2,['acreage decreased due to better mapping.. mandatory evacuation of goodale campground  voluntary evacuation of aberdeen.. limited access due to lava rock  and shifting erratic winds'],1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
164,2008_CA-STF-1063_NORTH MOUNTAIN_8,['drew meadows base camp is in full operation. a mobile medical group provided large scale treatment for poison oak last night.. type helicopter has arrived on incident and will begin operations today.. steep and inaccessible terrain  limited number of resources. long travel distance for crews  extended evacuation times for large groups of children at camp mather due to limited access  narrow roads and transportation availability.'],1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
165,2014_140102_SHOE BARN_0,['backing and flanking in the interior.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,2009_AK-TAD-000284_ZITZIANA_28,['this will be the last report until the fire is out or significant activity occurs.. de-mobbed of all personnel off the fire.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,2011_OR-WWF-000848_CHICKEN HILL_3,['large increase in costs is due to more updated and accurate cost reporting in isuite. the usfs 5185 road and the s705 road is closed due to fire traffic.. 200-foot perimeter mop-up on division a; 300-foot perimeter mop-up on divisions b and l.  all but one spot fire has been declared out.'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
168,2014_005564_JULY COMPLEX_42,['the complex consists of the whites  leef  rays and man fires.  the leef fire at 17 acres is 100% contained and in patrol status  the rays fire is 100% contained at 21 acres. forest closures:  the trails within the whites fire have been closed until the fire is fully suppressed. please see http://www.fs.usda.gov/alerts/klamath/alerts-notices for details. block 7: 0600 ics-209 acres is normally based on ir and 1800 ics-209 acres is estimated.. whites fire:  minimal activity overnight.  man fire: the fire continues to flank on the north side of wooley creek with minimal fire behavior. rolling material and fire activity in the bottom of the drainage continues to attempt to establish on the south side of wooley creek.'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169,2006_TX-TXS-066070_ATASCOSA COMPLEX_1,['the mccoy and campbellton fires were controlled 03/10/2006 at 1800  the somerset and pleasanton fires are 90 contained.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2013_LA-KIF-000001_MILL BRANCH_2,['monitior perimeter'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2013_NV-EKD-101020_NORTH VALLEY_3,['last report.. all resources demobed today. last report.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2010_HI-DFW-10-0021_MAUNA KEA  33 FIRE_0,['the fire is threatening the mauna kea state park.  fifteen structures and outbuildings are currently being threatened.  elevation and tterrain make it difficult to establish any kind of control line.  the fmag process has been initiated.. difficult topography and inaccessible terrain; extreme drought conditions in effect'],0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
173,2009_TX-TXS-990109_MCELROY_1,['fire is burning through the retardant lines and moving to the south.. the kc and 03 ranches the associated ranch infrastructure and grazing lands.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
174,2009_CO-GRD-000144_ROAN CLIFFS_0,['as of this report  acres burning in ut est at 198 and co at 686.. fire is burning for resource benefit. all resources assigned will continue to monitor the fire  track growth and movement  and assess/protect gas oil and ranching improvements in the area.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
175,2006_TX-TXS-066156_SPIKE BOX RANCH COMPLEX_5,['this fire is being managed under unified command between the lone star state imt2 (hannemann) and the georgia state imt2 (kline/floyd). local goverments and fire agencies are also assisting with fire management.. monitored on ground by tfs personnel  and declared 100% contained.. rugged terrain and extreme fire behavior have hampered control efforts.'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,2007_CA-LAC-07232185_BUCKWEED_0,['extreme situation with continued forecast of. multiple incidents with limited resources available. rapid spread with santa ana winds and resource limitations and evacuations'],1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
177,2011_CA-BDF-12829_HILL_6,['evacs were lifted yesterday / mop-up of the interior burn areas continues.. critical infrastructure threat as described above.  bdf is the central ordering point  but the fire is being turned over to cal fire at around 1800.  bdu will become the central ordering point as of 1800 tonight.'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
178,2006_ID-IPF-008027_HUGHES 32 COMPLEX_23,['fire is within 1/8 mile of trigger/evaluation point for canadian mobilization.. hughes fire: low fire activity. fire is backing into the sprinkler systems and the wet line is holding. crew continues to maintain the sprinkler system. plowboy fire: removed hose lay.  minimal fire activity. air patrol monitored the continental spot fires.. inaccessible terrain requiring long walk-ins or helicopter transport of crews.  steep  rugged terrain in heavy fuel loading.  unburned fuels with potential of re-burn with wind shifts.'],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,2014_005514_LOG_11,['ciimt 1 (mcgowan) in unified command with calfire (callison) will continue to manage the log fire in conjunction with the july complex.   resources from the log fire assisted the klamath national forest with a new start on lookout rd. near jones beach picnic area approximately 1/4 mile north of scott river rd. resources continue to work towards containment and mop-up the new fire.. active fire behavior with torching  short crown runs and spotting. downhill fire spread was supported by rolling material.'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2009_WA-OWF-1000_TWIN PEAKS_2,['potential east winds'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
181,2014_000776_POT HOLE_2,['creeping and received light precip'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
182,2013_CA-KNF-005949_FORKS COMPLEX_10,['icp relocation to etna will be completed today. coordination between this incident and the butler fire continue to achieve efficiency and mission success.. continuing structure defense actions in the little north fork and sawyers bar community. contingency planning for community of sawyers bar and continued fire movement. scouting direct and indirect line on western flank of the boulder fire and eastern flank of shelly fire.. steep rugged terrain  heavy fuels  snags and rolling material hampering control efforts. narrow roads with little to'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2012_NM-LNF-007_LITTLE BEAR_17,['ending night shift after tonight shift.. steep and rocky terrain limits access to type i crews and air support only in the wilderness.  re-entry of public back into fire impacted areas creates continued problems with traffic and safety of fire crews working and traveling along roadways within the fire.  flooding is a possibility with any predicted moisture.'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,2010_CA-NOD-3873_COLEMAN_1,['did not need retardant  release t-2 limited back to modoc. predicted thunderstorms  large wildhorse burro gather starting to affect availability of resources.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
185,2007_CA-SHF-1882_WALLOW_13,['the wallow fire burned on both forest service (784 acres) and private lands (656 acres). the wallow fire has been transitioned to a type 3 organization.. the pre-existing forest closure was reduced in size yesterday  september 4  2007.'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,2010_NM-CCP-1004_NEW_0,['50% of perimeter is on rock cliff  possible to spread nw.. monitor'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2013_NV-NNS-11013_SMITH RANCH_7,['steep terrain  power lines thunderstorms in the area continue to push the fire  wildland urban interface; fire currently posing threat to smith sub-division  thus  affecting approximately 30 primary residences; critical sage grouse habitat; mule deer habitat; with continued fire spread to the east will pose threat to ruby mountain wilderness area and continued fire spread to the southwest will impact several ranching operations.'],0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
188,2014_B042501_SPRINGERS BROOK FIRE_0,['surface and occasional crowning fire.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,2013_NM-SNF-000329_STABLE_0,['continued line construction on north end  scouting continuing to occur to the west.  fire registered with nm air quality bureau.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2008_CA-KNF-3393_KLAMATH THEATER_355,['54 total miles of line are now planned for the ukonom fire. 51 of these miles have been completed. the east flank of the ukonom fire between div. cc and div. ww is being managed under a confinement strategy  and is not included in the percent containment calculations. structure threat in the forks of the salmon and pollacks gulch has diminished. consequently  the number of structures shown as threatened has been reduced. however  3 historic cabins and a lookout have now been added as threatened. type 2ia crews = 3.. crews are continuing work to complete the containment line on yellowjacket ridge down to drop point u148. crews will continue this line from drop point u148  into the little north fork of the salmon river then tie it into the 2006 uncles fire.. major problems include inaccessible  steep terrain; transportation issues; poison oak and structures.'],0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
191,2014_VA-VAS 0140633_OVER YONDER FIRE_2,['new acre (revised downward) is the result of actual mapping versus a field estimate.'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2012_AZ-COF-1172_ONE THREE SEVEN_0,['completed conatinment lines and conducted burnout operation'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2006_WY-SHF-000278_PURDY_11,['1250 acres on the shoshone nf and 8450 acres on the bridger-teton nf.. extreme fuel loading  erratic and strong dry thunderstorm winds  bug kill timber  difficult access  inversion  spotting.  managing one incident on two national forests.'],0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
194,2009_CA-BTU-9032_BUTTE LIGHTNING_2,['all resources demobilized. 5 detected fires are controlled.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2014_007202_LODGE COMPLEX_34,['areas of the fire continue to burn in duff and litter  which creates potential for a reburn into the canopy.  these areas of concern are being closely monitored.  energy release components (erc) are at historically high levels. the average slope is 70%.    drift smoke from the fire has been settling in the ukiah valley and could create potential health and economic impacts  including vineyards and pear orchards. reports of smoke have been received from the santa rosa area of sonoma county.      all times represented are in central standard time (cst) unless otherwise noted.. erratic winds blew embers across containment lines but inside of contingency lines. crews are currently working on containing those spot fires. interior islands of unburned fuel continue to be consumed. the firing operation in div. m was completed early this morning. the fire is now down to the eel river in that division.  division p  w and y are being secured with aggressive mop up.   due to the success of the firing operation in div. m  the evacuation order previously issued has been downgraded to an evacuation warning. all areas that were previously in an evacuation warning will remain in an evacuation warning until further notice. effective 8/14/14 at 1400 hours.'],1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
196,2014_023454_APPLEGATE_2,['evacuations in effect for portions of the communities of applegate and weimar. dangerous rate of spread  long range spotting'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2006_AZ-HVR-061409_SEMI_15,['critical endangered species habitat and cottonwood forest remain threatened.  a correction to yesterdays total personnel is included today.. 1.  lack of access and logistical needs for crews on the ground still present a problem but is not as critical as earlier.'],0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
198,2006_CO-CTX-000701_MATO VEGA_9,['transition to a local type 3 team will occur at 0600 on thursday  june 29.  the change in acres burned is due to more accurate mapping.. achieved containment. the fire is in heavy spruce/fir fuels in steep terrain.'],0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2010_CO-LRX-000545_RESERVOIR ROAD_1,['transfer of command from nelson t3 to thomas t1 team to occure at 1900 today.  injury today a result of fall.. fire is burning to north to confluence of cottenwood creek.  spread has been to north in cottonwood gulch.  heavy helicopters supporting ground efforts in extremely steep and hazardours terrain.. .difficulty of terrain is extreme.  terrain is steep  dry fuels  urban interface  high winds  watershed  power lines  recreation  animal evacuations  live stock  power plants and power lines.'],1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
200,2006_FL-FLS-2006-12-0499_NIGHTCAP  _20,['mop up and de-mob/. fire is 100% contained but crews are monitoring smoke activity raising from fire in the muck.'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201,2013_CA-KNF-005949_FORKS COMPLEX_31,['a road closure continues on hwy 93 from hwy 96 to nordheimer flat.  road crews will begin work to open hwy 93 to fire traffic.  the north coast unified air quality management district issued an air quality advisory for the communities of hoopa  willow creek  orleans  forks of salmon  burnt ranch  and karuk tribe.  support continues from california team 1 (mcgowen) supporting logistical resource needs for resources assigned to the butler fire at nordheimer campground as well as sharing air resources.  the fire has burned 2344 acres of the klamath national forest and 5154 acres of the six rivers national forest.. power and water systems in butler flat have been affected due to the fire.  rock fall damaged the water system.  structure protection continues in butler flat  nordheimer and other structures along the salmon river road.  the spot fire detected last operational shift on the northeast side of the salmon river has been lined and contained.    good progress continues on indirect control lines.  road crews are being organized to begin rock removal for opening hwy 93 to fire traffic only.. steep terrain continues to hamper direct line construction opportunities along with fire behavior from previous burn periods have forced resources to utilize indirect strategies.  spotting has been observed quarter to half mile and spotting across narrow canyons has been observed.  snags are present from previous fires contributing to increases in needed time to prep fire lines for firing operations.  forecasted thunderstorms are a concern for potential rapid rates of spread should high winds surface from thunderstorm outflows.  smoke inversion continues to impact air operations during the burn period.  logistical support due to road closures and long travel times are adding to the complexity of incident operations.  forecasted precipitation may impact the area increasing driving hazards on fire access roads.'],0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0
202,2010_CA-SQF-003564_CANYON_18,['ownership:  usfs  6032ac.; blm  2570ac.;  state sra  1217ac.    heavy timber type fuels in the upper elevations of div. c continue to produce a heat signature on ir flights.  steep ground and wind are still concerns.  fireline suppression repair continues.  demob process has started for the canyon incident.  local power company continues powerline repair.. crews continue to make good progress on mop-up and fireline suppression repair.  road closures are still in effect.. ir continues to show heat near the line in the upper elevations of division c; there is some scattered heat interior of division a.  other divisions show minimal heat.'],0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
203,2006_TX-TXS-066112_SIERRA TRAIL_2,['the fire was turned over to the local vfd this morning.'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2013_UT-BRS-000615_MILLVILLE_19,"['the ihc resource assigned to the fire will time out in three days (21st). inability to backfill with additional ihc crews will eliminate the contingency burnout option in steep terrain (implementation of burnout operation would requires additional ihc crews). if tomorrows tactical strategy is successful ( direct aircraft with mrp) the contingency plan will2 crews is a safety concern in steep terrain. mandatory evacuations are still in effect from blacksmith fork to grey ledge (left hand fork). success of tomorrows operation is expected to raise confidence that the top of utah marathon may be able to continue in blacksmith fork canyon (planned for the 28th of august).. mandatory evacuation orders remain in effect. the power-line running up blacksmith fork canyon remains shut off until further notice.  loss of air atttack platform for several hrs today slowed progress towards securing the most active portion of the fire line. arrival and set up of mobile retardant plant will allow for implementation of direct fire suppression tactical strategy  however  air attack supervision of both typ 1 helicopters will be critical for implementing this final strategy tomorrow. typ 1 helicopters were effective at keeping the fire in check for most of the day. there is increasing political pressure to re-open blacksmith fork canyon for through traffic  for both the opening of the deer hunt and ""top of utah"" marathon (aug 28th).. black smith fork canyon contains critical infrastructure including; a hyrum city power plant and culinary water supply. in addition  the fire is threatening multiple summer homes and private recreation properties. evacuation orders are in effect powerlines are off. steep inaccessible terrain precludes the use of direct line construction with crews  aircraft is critical to curent supression tactic. contingency plan involves burnout operation along handlines  however  it requires availability of a relief ihc crew(curent crew is ending tour on aug. 21).']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
205,2006_KS-PSF-00081_STEELER_0,['continue line construction and mop up of perimeter and investigate cause. high winds  light flashy fuels and blowing sand and soil eroision.  rehab of site for grazing and wildlife.'],0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
206,2012_MT-BRF-005563_SAWTOOTH_29,['containing the portion of the fire south of sawtooth creek and preventing it from spreading to the southeast and into roaring lion creek.  proximity of the fire to the community of hamilton.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,2006_TX-TXS-066162_CARGILL RANCH_0,['fire was hard to contain due to drought stressed fuel.. rough terrain  drought stressed fuels'],0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
208,2012_NV-CCD-30520_COMO_1,['late morning fire growth was limited with crew and aircraft coordination.. three separate downed power transmission lines in the fire area created a critical safety concern to initial attack resources; however  they have been de-energized by nevada energy co.  abandoned mineshafts and mining debris in and around the fire area.  mt. como communications towers which support critical public safety for the counties and federal governments are on the northeast side of the fire.  limited access for ground resources due to rough terrain; a red flag warning was issued due to high winds and low relative humidities over the fire area today.'],0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
209,2011_NM-N5S-000425_DONALDSON_3,['fire is burning in inaccessible terrain with heavy light fuels.'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2006_MS-MNF-006033_PERRYTOWN FIRE_0,['this fire was rported by a local resident. fire had apparently been burning for a couple of days.. used dozer to put in control lines. backfire  mop-up.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,2011_FL-BCP-110020_JARHEAD_20,['received a new lightning start yesterday.  attacked with silver city hotshots  two swamp buggies  medium and heavy helicopter.  assisted by seminole tribes two helicopters  dozer  and water tender.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
