,Unique IDs,Combined Text,Evacuations,Hazardous Terrain,Inaccurate Mapping,Ecological Resources,Command Transition,Wind,Dry Weather,Rain,Law Violations,Road Closures,Smoke,Military Base,Cultural Resources,Resource Shortage,Thunderstorms,Infrastructure,Injury,Livestock,Aerial Grounding
239,2010_AK-MID-000679_LOWER WINTER CAMP_3,['after investigating the fire the cause was determined to be lightning.. all equipment and supplies were removed from the fire and all personnel demobilized. the fire was placed in monitor status.. proximity to eielson afb'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
240,2012_CA-PNF-1001_CHIPS_61,['chips resources assisted the plumas national forest with an initial attack south of the chips fire on hwy 70. the fire was contained at 1/2 acre. the three injuries were; fever and general illness; lower left leg injury; infected left leg. mandatory evacuation of the communities of canyon dam  big meadows and seneca. advisement for prattville. rush crk rd.from hwy 70 is open to residents only. type 1 helicopters are essential to minimize fire spread and support ground troops in direct line construction. pg&e crews are repairing poles on the caribou-westwood line and the lines from butt valley dam to the north fork of the feather river. total burned acres are at 73 193. plumas nf burned acres 46 223  lassen nf 18 429  sra burned acres 8542. &#160;. completed firing along the eastern flank. lines held through high winds and lower humidity.. type 1 or 2ia crews are needed to complete firing along multiple critical sections of line. resources are needed to assist in protecting the pg&e infrastructure  caribou-westwood power lines which provide electricity to ne california and the caribou-plumas junction power line which supplies power to quincy and the north fork feather river area. smoke impacts to public health in the almanor basin and sacramento valley are a major concern.'],1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0
241,2011_TX-TXS-011214_RHOADES RANCH_0,['fire jumped the 101 road and is north of the 180 road. there are plowed fields to use as the east flank. fire is 3/4 mile from highway 337.. hot and windy conditions  extreme fire behavior.'],0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
242,2010_CO-BLX-000321_FOURMILE CANYON_10,['block 19: estimated cost to date has decreased due to auditing of i suite financial module and reassignment of resources.  block 24: teams have finished identifying and documenting damage to structures and utilities.  data is currently being analyzed.. continued coordination with utilities and public works to repair damage to infrastructure. boulder county sheriff�s office has begun to lift evacuation orders on subdivisions within the fire perimeter via a permit system.  fema disaster assistance teams have begun assessment of the sugarloaf and fourmile areas.  the team is managing the reservoir road fire in addition to the fourmile fire.. there is a continued threat to structures from unburned fuel in interior islands.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
243,2011_TX-TXS-011247_4097 _1,['1630'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,2010_AK-MID-000679_LOWER WINTER CAMP_0,['the fire was declared contained at 2400. two engines and three overhead were demobilized.. proximity to eielson afb'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
245,2007_AK-KNR-DT91_SWAN LAKE_4,['expected high pressure did not rebuild back into area.  flow of moist marine air began today from the south with higher humidity and light rain.  low pressure systems from the bering sea may arrive within 36 hours.. additional resources have arrived and are conducting structure protection and assessment.. fire is currently one mile from recreational cabins and four miles from the commercial lodge.  smoke may impact sterling highway and local communities.  local area firefighter shortage.'],0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
246,2012_MT-LNF-000808_FALLS POINT_13,['next 209 will be submited 09/06/2012 unless significant activity occurs.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,2007_FL-EAQ-07003_TWO SIDED_1,['will continue to monitor. smoke concerns on hwy 90 and i-10'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
248,2007_OR-UMF-250_UKIAH COMPLEX_7,['multi-agency partnerships in place.. operations concentrated on hot areas of division a.. public impact on roads  access and the protection of private property.'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
249,2006_CA-BEU-002665_RICO_17,['continue fire line repair and mop up/patrol. special decontamination procedures still in effect for all equipment that comes off the fire line because of sudden oak death syndrome (sods) transfer threat.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,2014_014068_SAND CREEK_2,creeping  smoldering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,2006_NV-BMD-2291_305_0,closed hwy 305  extreme fire behavior,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
252,2009_OR-WIF-111_CANAL CREEK_2,watershed and resource values at risk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
253,2013_OR-954S-000022_GOVERNMENT FLATS COMPLEX_5,the fire has been declared fema eligible starting on saturday august 17  2013 @ 1200.  current fire costs include all three fires  air tankers  retardant  and osfm conflagration costs.  the substantial increase in costs is due to including the air tankers and retardant that were not included in the previous reports.. the lighter winds allowed crews to hold and establish lines today around a majority of the fire. the fire received fema declaration on saturday august 17th @ 1200.. tomorrows winds will be from the east at 4-6 mph  temperatures increase up to 88 and rh dropping to 12-15% will still test the established fire lines.  if the fire moves into the adjacent drainages there is steep topography  heavy fuels and structures including the city of the dalles water treatment plant  bpa power lines  private property and residences.,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
254,2007_NC-NCS-07-047-011_CAMERON POND FIRE_0,majority of land burned belongs to nc wildlife resources comm. spotting  threat to ft. bragg reservation on south side,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,2014_007202_LODGE COMPLEX_39,interior islands of unburned fuel continue to be consumed.   all divisions have either begun mop up or transitioned to suppression repair.   basecamp has begun a reduction in size.  meeting for the transition back to the unit is scheduled for tuesday.  areas outside the control lines will be closely monitored for any new spot fires.    energy release components (erc) are at historically high levels. the average slope is 70%.       evacuation warnings are still are in effect for all areas including dann valley  little creek  cedar flat  cummings/little red mountain  camp st. michael  hermitage  big bend  camp seabow  elder place  tan oak park  bald mountain ranch  mad creek and elk creek east of brush mountain.  all times represented are in central standard time (cst) unless otherwise noted.. creeping and smoldering of interior islands continues.  crews are mopping up spot fires. continued release of excess resources resumes this morning.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,2011_AZ-CRA-110209_JEROME_0,crews securing line and beginning mop-up.. powerlines.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
257,2013_AK-UYD-000588_TWIN LAKES_6,the fire has been 100% gridded and the heat has been worked by personnel.  the green has been gridded two chains from the perimeter on the north side of the fire.. the major heat on the fire is in deep ash pits with high holdover potential.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,2013_NV-EKD-101213_KINSLEY_0,completed with information from ict(t) neuharth. used exiting gravel road as anchor  cold trailed fire  crews with engine support dealt with remaining hot spots. remote area  hot weather and lack of water tender making suppression difficult,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
259,2012_AK-GAD-000184_NEKAKTE_1,crews completed burn out of the west end of the fire.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,2011_NM-N2S-000044_TRACK_7,correction to 6/17/11 acres should be 27 140. fire is currently 27 792 acres: co - 7830  nm - 19 962.. evacuations lifted mid morning for remainder of areas. spot fire found in peat bog on barela mesa. demobilization of resources continues. coordination with states of colorado and new mexico regarding rehab standards  turn back standards  and transition to type 3 team were accomplished. transition is planned to occur on 6/21 @ 0600  close out 6/22 @0900.. predicted red flag conditions sunday. multiple jurisdictions at the state county and community levels. loss (burned) of grass/forage on mesa tops impacting local ranches. impacts to municiple water supply within village of raton.,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
261,2007_MT-FNF-000035_SKYLAND_37,on 9/4/2007 cowin's type 2 team transitioned from the southwestern management team.. the southern flank remoteness  lack of safety zones  and numerous snags are the primary concerns as well as limited ground access to the area.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,2014_000534_CARLTON COMPLEX_46,transition to type 4 ic planned for 8/30 at the end of shift.. resources continue to focus on suppression repair and patrolling,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,2013_NM-N2S-080_WHITES PEAK_7,all control lines have held through the while experiencing red flag warnings.. at least 2 chains mopped up along fire perimeter.  completed 50% of rehab.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
264,2006_MT-FNF-000073_HOLLAND PEAK_21,imt tom heintz will assume command of the ptarmigan fire  25 acres  at 2000 on 9/11/06.. crews continued to make good progress in strengthening control lines by burning out two areas of unburned fuel along the southwest flank.  an ir flight was completed last night.. the upper 2/3 of the fire perimeter is located in extremely difficult terrain and currently not staffed.  helicopters are used to cool areas which threaten perimeter expansion to the north and south.  the potential for fire to spread to the west remains.,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
265,2011_AK-TAD-000275_TATALINA_5,time-line for management strategies is currently 5 operational shifts out. there remains multiple miles of line to patrol in difficult terrain which hinder's developement of accurate time frames.. all crews were mobilized from wickersham dome staging area. division c was established on the south end of the fire. 2 loads of smokejumper's were received onto the fire.. communication on air to ground because of bleed-over from adjacent fire. transition to new frequencies will take place on 6/3.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,2010_CA-MVU-009309_MONTE_6,fire management will be returned to the district at 0600 hrs tomorrow.. continued heavy demobilization of resources.. steep inaccessible terrain  high temperatures and low relative humidity.,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267,2012_CA-MDF-692_SISTERS_3,burned acres modoc nf-141.5 acres  lava beds nm-.5 acres,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,2014_000044_HAVEN LAKE_9,was not able to obtain costs at this time.  the estimated cost above reflects 8/19.  will send a revision on 8-20.. fire smoldering under reprod/timber on extremely steep slopes.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,2011_MS-MNF-000007_TOILET ROAD_6,still a lot of needle cast ininterior of fire that could catch up and burn.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,2013_MS-MNF-000002_SHEPARDS TRAIL_2,this fire is in the impact area of camp shelby's unexploded ordinance surface use only area. confined and contained strategy  hoping for a major rain system  to come through in the next couple of days.. has made some progress due to rain event,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
271,2012_CA-KRN-021213_LANCER_3,red flag. difficult terrain  heavy vegitation  red flag warning with above normal temps and low rh,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
272,2014_007763_OREGON_4,(block 11) this 209 report is for the time period from 08/26 0600 - 08/26 1800 anticipate heavy demob of resources beginning 8/27/14. estimated costs have been revised.. suppression repair and demob in progress.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,2006_OR-MHF-140_MT. HOOD COMPLEX_32,did the final palm ir recon.. there were,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,2008_CO-WRD-444_JORDAN_1,fire is being managed under amr strategies.. fire pushing east toward strawberry patch subdivision  structures threatened  fmut on order. hunting season starts saturday  individuals are moving into the area now.  difficult terrain  heavy thick fuels  low fuel moistures  and flashy fuels.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
275,2011_FL-BCP-00004_YES_0,secures lines  burn out as necessary  allow evacuated camp to return.. securing control lines around structures.  nw wind may cause smoke impact on hiway 41.  a residence camp for at risk teenagers is still evacuated.,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
276,2011_CO-GRD-000346_RAM 2_1,fire in patrol status and is unstaffed. will manage with point protection when and if it starts moving,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
277,2007_CA-LAC-102481_ISLAND_7,demob. started on 5/13/07 at 0800 hours and is anticipated to be completed on 5/16/07. transporting personnel and vehicles by ferries and barges has cause a slower then normal demobilization process. damage assessments have been completed. local law enforcement are moving control points allowing residents to travel outside of the city of avalon. the  exceptional efforts of hand crew along with favorable weather conditions has produced better than excepted perimeter control  allowing the incident to be turned over to the city of avalon 5/15/07 1800 hours.. santa catalina island is located 26 miles off the coast of los angeles. all ground resources were ferried to the island and back via barges. steep and   inaccessible terrain  hindered efforts of ground resources constructiong handlines.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,2007_ID-NPF-000047_MOOSE CREEK WFU_36,initial 209 for location purposes. this fire will be incorporated into the moose creek wfu 209. all subsequent updates will be posted there.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,2007_GA-OKR-007021_BIG TURNAROUND COMPLEX_16,at 1430 line measurement as follows  active fire line 12.2 miles  controlled line 13.9 miles  constructed dozer line 6.8 miles    increase in cost was due to the combination of the costs for the north fargo fire and the big turnaround.. rt. 177 was closed.  burnout went according to plan and was conducted in cooperation with operations from the sweat farm fire.. extreme fire behavior is anticipated within the next 48 hours with short range spotting.smoke continues to be a major concern in the ware county area. efforts to inform the public about this concern will be increased.,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
280,2008_CA-LFD-1460_SAYRE_11,sylmar high school evacuation center remains open. west valley  east valley and mission animal shelters remain open. the sayre incident is managed by ciimt-4 under unified command with los angeles city fire department  los angeles county fire department  us forest service anf and los angeles police department. icp is at hansen dam. the little tujunga rd at the wildlife way station is closed with k-rails. a 2 hour notice is required to re-open this road closure if needed. 1 injury reported (lower back pain). resources patrolled and mopped-up. structure protection was provided in placerita canyon.. steep and extremely inaccessible terrain  continues to delay containment efforts. fire is in close proximity to populated areas and major transportation corridors.,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
281,2006_MT-GNF-000047_DERBY FIRE_6,private ¿ 3 413; blm ¿ 223; state (dnrc) ¿ 0; fs: mt-gnf 3 297   mt-cnf ¿ 11 094  gallatin national forest has established a fire area closure.. evacuation of west bridger and deer creek residences is in progress.        red flag warning issued by nws billings office for hot temps  low rh and strong sw winds the red flag is in effect from 12:00 today until 06:00 on thursday.    fire is being pushed north and west with high sw winds  helicopter bucket work and retardant drops are being employed to slow fire progression. increased fire activity triggered the planned pull back of line crews and equipment to safer areas.. fire is into a roadless area with steep terrain requiring handline.   air support needed as observer where visibility and lookout points do not cover all areas and to provide water drops to support suppression and structure protection.,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
282,2007_AL-ALF-070609_HIGH FALLS_7,this is the 3rd final that has been done on this 209.  hopefully it will take this time.. alabama is in exceptional drought. this fire is burning in the cheaha wilderness in steep rocky terrain and the area is suffering from extended exceptional drought conditions and far above normal temperatures.  a dry lightning storm passed over the wilderness and surrounding area this yesterday afternoon.  significant amount of needle and leaf cast.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
283,2013_FL-FNF-013019_BUCK #1_8,this will be the last report unless significant activity occurs.. fire received 0.11 inches rainfall today.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
284,2012_WA-GPF-000563_CASCADE CREEK_7,we have major hazard tree mitigation operations going on in order to access the fire safely. actively working on direct  indirect  and contingency lines; and continued contingency planning with other agencies as fire perimeter continues to grow. critical resource shortages in the region therefore; we are trying to accomplish our mission with what we have.. fire continues to burn actively today with it backing down on the south end of the fire.. the predicted weather forecast is for easterly winds  warmer  dryer  lower rh   and higher haines index. limited road access  few water sources  snags  wilderness with limited accessibility. possibility of a weak thermal trough that will increase winds.,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
285,2011_AZ-COF-00654_SAND ROCK COMPLEX_2,lines are in - crews continue to prep hwy 260 / st hwy 87. fire is south of state highway 260.  new start was on 200 yard from mma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,2013_CA-SRF-1486_CORRAL COMPLEX_78,type iii organization is in place. there is 10 miles of direct open fire line due to inaccessible terrain. there are two active areas along the southwestern fire perimeter within 0.8 miles of primary indirect line. a cooling trend is expected to begin tomorrow bringing cooler temperatures and higher rh. certain srf fire area closures remain in effect.. helibase for the incident is now at willow creek. added a third heavy helicopter to the mix.  will continue checking westerly fire spread in division foxtrot.. hazardous trees from previous fires heavy dead & down material  limited access  extremely steep terrain  and rolling material present potential problems. relative humidity recovery last night was poor compared to previous evenings. fire behavior is expected to continue in division foxtrot  requiring the posssible burnout of one section of primary indirect control line in the next 3-5 days  depending on weather.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,2013_OR-712S-011914_BRIMSTONE FIRE_8,fire cost is for the entire complex not just the brimstone fire.  the number of structures threatened is based on the incident evacuation plan built for a six mile spread.  coordination occurring between odf imt 3 and odf imt 2 on strategies to address the south end of the dad¿s creek fire should it cross grave creek.. the fire is lined and most of the perimeter is plumbed and there was very little fire activity today as crews continue to mop up.. steep rugged terrain  drought conditions  rolling debris  falling snags  frequent spotting  very limited visibility  shifting winds and lack of aircraft support due to smoke inversion from douglas complex.  if the dad's creek fire crosses grave creek it will initiate evacuations and it is very likely that it will overtake the brimstone fire. the terrain between the two fires is very rugged and has little access.,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
288,2009_UT-FIF-0000125_STEEP CREEK_2,all crews are in place. precipitation over site,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
289,2013_CA-LAC-13200055_OLD FIRE_3,the perimeter of the fire was physically mapped through gps which provided an accurate acreage from the original 170 acres.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,2009_AK-TAD-000520_KANTISHNA RIVER 2_0,one load of the nulato type 2 crew arrived on the fire.  one smokejumper was de-mobbed before weather shutdown the shuttle.. smoke hampered crew shuttles and jumper demobilization.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
291,2010_NM-SNF-000096_GRAVE FIRE_0,"two ""trick tanks"" (owned by fs) were threatened  and point protection objectives are being pursued there.  also fireline on the west side of the fire is being strengthened to prevent fire spread to private property located approximately 2 miles below the fire.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,2008_NM-CIF-000122_TRIGO_28,"today's small interior flare-up resulted in more smoke visible to the surrounding communities than has been present in recent days.  this flare-up actually assisted operations personnel by ""cleaning up"" an area that was very rugged and unsafe for line personnel to enter.. suppression rehab is complete.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
293,2007_FL-FLS-2007-06-0725_SUWANNEE COMPLEX_21,florida national guard has provided engines and personnel for mop up purposes. use of helicopters has aided tremendously in keeping the fire within the containment lines.  continued burning of organic fuels is putting standing timber on the ground.  potential for reburn and re-reburn is increasing.  committed resources under the suwannee complex ¿tracking umbrella¿ has grown to include 1 ia s/t stationed at new river f.s.  a small ia t/f at suwannee f.c. and two fdul¿s working out of the suwannee f.c.. mopping up break out with engine st and tractor plow units.  mop up continues on all divisions. a lot of heat remains within the perimeter of the fire lines  particularly in the nw and se corner of the swamp  divisions c & d.  trees continue to fall as the fire burns in the muck soils. contract helicopter is staged at keystone heights airport for flair ups and initial attack.. dense wildland fuels  railroad tracks  winding nature of the fireline makes patrol and mopup difficult  major roadways in the area. falling timber and potential for reburn. reburn and continuing needle cast are causing control problems and concerns.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,2013_OR-RSF-130426_LABRADOR_35,the illinois river road remains closed.. there is concern for fire spread under optimal burning conditions  considering lack of connecting fire lines. this fire has not yet been weather tested under adverse conditions.     air resources are needed due to the steep inaccessible terrain and numerous snags that prohibit direct engagement on the labrador fire. fire has isolated heat near the perimeter that may become problematic as little precipitation has been received on the fire and a drying trend is expected to continue.,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
295,2013_MT-BDF-0000118_MOOSE MEADOWS_15,this fire is located in remote  steep and rugged terrain. critical fish habitat and cultural sites are present throughout the area.,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
296,2011_ID-IPF-004021_PINEAPPLE_4,the fire is burning on private industrial and usfs property. additional commercial timber and commercial timber plantations are potentially treatened.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,2014_000649_SOUTH FORK COMPLEX_30,murderer's creek recreation facility  remains closed.. crews continue to make good progress with securing the fire perimeter and with suppression repair.  creeping and smoldering was observed along with occasional surface fire and torching.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
298,2013_AZ-SCA-000035_BLACKROCK_1,monitoring fire behavior due to inaccessible terrain  lack of communication and firefighter safety.. erratic winds  remote area  steep terrain,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
299,2014_014014_CARIBOU CITY_4,this fire is being managed to meet resource benifit objectives. it is anticipated that this incident will continue through the fire season. the fire recieved copious ammounts of rain again this past week.  the rain slowed the fire but there is still heat and potential if conditions get hotter and dryer.. creeping isolated and group torching.  the last three days smoldering.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
300,2012_AZ-TNF-096_COOKS COMPLEX_1,this is one of the fires in the cooks complex. access is a major problem.  fire is very visible to black canyon city.  holding fire on the west side is a control problem and keeping fire off state and blm lands.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,2007_NC-NCS-07078072_JACKSON SWAMP COMPLEX_3,ground fire and dry swamp conditions causing control problems.. construct and widen control lines and mop up hot spots.. poor trafficability through swampy land and ground fire.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
302,2009_UT-FIF-0000125_STEEP CREEK_1,small amount of precip and saw line continuing to be built. small amounts of preciept on fire today,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
303,2006_UT-MLF-6241_COOPER SPRING WFU_0,currently have 2 jumpers and 1 femo on this incident and will monitor at this time.. monitor the fire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,2009_OR-WIF-145_TUMBLEBUG COMPLEX_19,due to the modified suppression strategy  the fire will not be controlled until a season ending weather event occurs over the area.  recent showers and lower snow levels have slowed the fires growth and fire behavior.  stumps and heavy fuels will continue to smolder and burn out.  progress is being made with chipping and backhauling of slash along major forest roads.  rehabilitation of fire lines will continue where safe and effective.. slash that was created during indirect containment planning is being chipped.  slash and chips are being back hauled to gravel pits and disposal sites for stock piling.  crews are working to achieve mop up standards and beginning rehab.. the weather forecast includes showers and snow showers at upper elevations. wet weather conditions are making footing and vehicle travel a concern for safety. steep inaccessible terrain with rolling rocks and fire weakened old growth timber are a continual concern to firefighters as mop up continues.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
305,2010_WA-SPS-000018_RICHERT RD_2,burn out along west line today.  strenghten fireline along the fire perimeter and started mop up.. hot  dry  winds.  red flag warning until 2000 tonight for olympics and foothills .,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
306,2013_ID-STF-000389_LITTLE QUEENS_15,the southern spread of the fire towards the community of atlanta has been halted. the remainder of the fire to the west and northwest has potential to grow but will eventually run into previously burned areas (rabbit creek  hot creek and trinity ridge fires). the northeast and east flanks of the fire have potential to grow with natural barriers scattered adjacent. the east flank of the fire has potential paths for fire spread  following stringers of timber  with some potential to spread into the middle fork of the boise river drainage east of atlanta. due to the ruggedness/remoteness of terrain the east flank of the fire will continue to be monitored and action only taken when deemed necessary and safe to do so. transfer of command from mike wilde  ict2  to dale springer  ict3  happened at 0600 today. the type 3 organization's icp/camp is now established at the forest service airstrip in atlanta 08/31/2013.. transfer of command from type 2 wilde to ict3 dale springer. moved icp and camp to atlanta. road closure to atlanta and evacuation of atlanta has been lifted. continued to mop up control lines on the south flank adjacent to and near atlanta. continued to monitor fire activity on the west  north and east flanks and remained prepared to utilize bucket work to protect values at risk as necessary. continued fire suppression repair.. hazardous materials  explosives  and mining shafts associated with previous mining activities in area.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,2007_MT-BRF-5130_ROMBO MOUNTAIN_9,fire is entirely on the bitterroot national forest. note that the t-2 crew  1 t-2 restricted helicopter and 2 dozers shown in block 43 are on temporary loan to the tin cup fire  which is in close proximity to the town of darby.. conducted bucket work on the southwest flank of the fire to limit fire spread towards the wildland urban interface. constructed handline in div. b. constructed saw line in div. c and got mechanized equipment in place to begin construction of the contingency line. mopped-up new hot spots in div. a. maintained structure protection capability in zone 13.  will attend a public meeting in darby this evening addressing the tin cup and rombo mountain fires. received approval of the long term management plan that will serve as the ammended wfsa.. extreme fire behavior  steep rugged terrain  limited escape routes and safety zones and numerous snags provide limited opportunities for direct attack and indirect attack. continued fire spread to the west will threaten 225 private residences along the west fork of the bitterroot river  the painted rocks state park and the west fork district office. the line emt is required for firefighter safety.  the falb and asgs are necessary for qualified supervision of assigned resources.  t-1 crew for 2-3 days is needed to tie off fire on the southwest side to reduce potential for fire to spread into the wildland urban interface. the grapple skidder  dozbs  t-2 ia crews and divs are necessary to construct a contingency line to reduce fire spread to the northwest onto private land with multiple residences. the t-1 crew and sofr are needed to replace currently assigned resources that will reach their 14th day on 8/11.,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
308,2010_WA-OWF-515_EIGHTMILE_0,fire is burning in the alpine lake wilderness in the eightmile lake drainage. fire is confined by the lake to the south and rock/ old burn scar to east and north. low to moderate spread potential to the west in timber stringers.. closed eightmile trail to public use. swept the trail system.. trail closure  smoke issues for tourism based economy of leavenworth  wa.  wilderness,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
309,2011_TX-TXS-011287_WILLIAMS_7,exotic animal facilities nearby.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,2011_TX-TXS-011408_PETERS CHAPEL_0,evacuations at fm1793/helens rd/buckhorn.. persistently hot and dry weather conditions are continuing to dry out live and dead fuels  creating control problems.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
311,2006_MS-MNF-006023_WALKING STICK _4,crew contained fire at 1715 on 12 apr 2006.  will continue to monitor.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,2006_GA-BLR-000001_SAVANNAH COASTAL  COMPLEX_21,continuing monitoring and rehab stage. elevated potential for some reburn chances of afternoon thunderstorms.. beaches have been opened but wilderness area remains closed.. high fuel loads  limited access and wilderness area.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
313,2011_AK-FAS-111160_MOOSE MOUNTAIN_23,fire remains in monitor status.. there were,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,2006_MT-FNF-000072_SUN DOG_14,"command will be transferred from tom heintz imt 2 to mike woods imt 3 at 0700 on 9/05/2006. the ontario ministry of natural resources crews are shown in block 45  committed resources as ""other"".. crews on the southern flank continued to mop-up and returned all remaining water handling equipment and hose to icp.  mechanical brusher continued to construct an indirect line along roads 317  1603.  crews moped-up the bowl burned out yesterday on the northern flank.  the rehab group continues to work on dozer and indirect lines. the western flank was patrolled by air.. major problems for the crews are falling snags and green trees  rolling material along with footing on steep  rocky slopes.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2008_CO-LSD-294_KRAFT_3,this will be the last report unless significant activity occurs or when 209 is finalized.. received some precip on the fire this afternoon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
316,2012_FL-FNF-012017_COUNTY LINE_36,the county line fire is comprised of 6 194 private acres  1 184 state acres  and 27 558 federal acres. in addition to th resources lised in block 43: 1 excavator  2 dump trucks and 1 motor grader are assigned to the incident.. large areas of ground fire still burn near the control line.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
